id,NO DE OBRA PICASO / OFICIO DE APROBACIÓN / NÚMERO DE CONTRATO,SIGLAS DEPENDENCIA O ENTIDAD EJECUTORA,TIPO,NOMBRE DEL PROGRAMA PRESUPUESTARIO,NOMBRE DE LA OBRA/ACCIÓN/PROYECTO,FF FEDERAL,FUENTE FEDERAL,IMPORTE (Aprobado),FF ESTATAL,FUENTE ESTATAL,IMPORTE,FF RECURSOS PROPIOS,RECURSOS PROPIOS,IMPORTE,FF MUNICIPAL,FUENTE MUNICIPAL,IMPORTE,IMPORTE CONTRATADO,IMPORTE  EJERCIDO,LOCALIDAD DE LA OBRA,MUNICIPIO DE LA OBRA,"FECHA 
INICIO","FECHA
FIN",fecha_c,fecha_u_m
539,029-CEA-PCEA-DDHC-17-OP-29-EL,CEA 2019,OBRA,PCEA,"INTERCONEXIÓN DE LÍNEA DE CONDUCCIÓN EN SALDARRIAGA IV, EL MARQUÉS.",,,,,,,,,,,,," $12,059,579.00 ",,SALDARRIAGA,EL MARQUÉS,17/10/2018,14/05/2019,08/06/2019,
540,2018-01137,SDUOP,OBRA,CULTURA,"REHABILITACIÓN DEL MUSEO DE LA CIUDAD, QUERÉTARO, QRO.",64P,PAICE 2018 FED,"$2,975,999.98",76P,PAICE 2018 EST,"$2,975,999.98",,,,,,,"$5,894,885.52",,QUERETARO,QUERETARO,04/ene/2019,02/jul/2019,08/06/2019,
541,2018-01180,SDUOP,OBRA,ESTACIONAMIENTO METROPOLITANO ALAMEDA Y ESTADIO OLÍMPICO,"ESTACIONAMIENTO METROPOLITANO ALAMEDA, QUERETARO, QRO. ",,,,,1SN 2018-2,"$273,050,418.22",,,,,,,"$264,896,988.07",,QUERETARO,QUERETARO,28/ene/2019,21/feb/2020,08/06/2019,
542,2019-00052,SDUOP,OBRA,EJE MENCHACA,"SEMAFORIZACIÓN DEL EJE MENCHACA, QUERÉTARO, QRO. ",,,,,ISN 2019,"$56,537,493.25",,,,,,,"$51,293,436.74",,QUERETARO,QUERETARO,18/abr/2019,14/oct/2019,08/06/2019,
543,2019-00061,SDUOP,OBRA,EJE MENCHACA,"PARADEROS PARA EL EJE DE TRANSPORTE PÚBLICO MENCHACA, TRAMO 2:AV. SOMBRERETE-PORTAL DE SAMANIEGO, QUERÉTARO, QRO. ",07Q,FAFEF 2019,"$55,227,811.09",,,,,,,,,,"$51,834,426.57",,QUERETARO,QUERETARO,22/abr/2019,18/oct/2019,08/06/2019,
544,22021904005,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,OPERADOR DE MAQUINA DE COSER,2019.14.310.3.1.02.00.011.S043.43901.1.1.0000002200.02.22,PROGRAMA DE APOYO AL EMPLEO," $102,000.00 ",,,,,,,,,,,,SAN JUAN DEL RÍO,SAN JUAN DEL RÍO,17/04/2019,31/05/2019,08/06/2019,
545,22021904007,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,OPERADOR DE MAQUINA DE COSER,2019.14.310.3.1.02.00.011.S043.43901.1.1.0000002200.02.22,PROGRAMA DE APOYO AL EMPLEO," $76,500.00 ",,,,,,,,,,,,SAN JUAN DEL RÍO,SAN JUAN DEL RÍO,17/04/2019,31/05/2019,08/06/2019,
546,22031904002,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,APOYO GENERAL A EMPRESAS,2019.14.310.3.1.02.00.011.S043.43901.1.1.0000002200.02.22,PROGRAMA DE APOYO AL EMPLEO," $63,525.60 ",,,,,,,,,,,,ARROYO SECO,ARROYO SECO,29/04/2019,28/05/2019,08/06/2019,
547,22031904001,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,APOYO GENERAL A EMPRESAS,2019.14.310.3.1.02.00.011.S043.43901.1.1.0000002200.02.22,PROGRAMA DE APOYO AL EMPLEO," $61,072.00 ",,,,,,,,,,,,CONCÁ,ARROYO SECO,29/04/2019,28/05/2019,08/06/2019,
548,2018-01014,IVEQ,APOYO,PROGRAMA DE VIVIENDA DIGNA,AUTOPRODUCCION DE VIVIENDA RURAL URBANO 2018 VIVIENDA HOMBRO CON HOMBRO, DESCONOCIDO ,CONAVI," $30,128,151.04 "," $35,200.00 ",RECURSO PROPIO," $14,924,800.00 ",NA,NA,NA, RECURSO PROPIO/FONDO DE INFRAESTRUCTURA SOCIAL ,"AMEALCO DE BONFIL, ARROYO SECO, CADEREYTA DE MONTES, COLÓN, CORREGIDORA, EL MARQUES, EZEQUIEL MONTES, JALPAN DE SERRA, LANDA DE MATAMOROS, PINAL DE AMOLES, QUERETARO, SAN JOAQUIN, PEÑAMILLER"," $14,924,800.00 "," $59,977,751.04 ",,ALCANCE ESTATAL,ALCANCE ESTATAL,22/02/2018,31/12/2018,08/06/2019,
549,2019-00066,P.M. TOLIMAN,OBRA,,"URBANIZACIÓN DE LA CALLE PRINCIPAL DE ESC. PRIMARIA 21 DE MARZO SALIDA A SAN PABLO, EN LA LOCALIDAD DE EL MOLINO, MUNICIPIO DE TOLIMÁN, QRO.",,,,F19,GEQ PA 2019," $2,000,000.00 ",,,,,,," $1,970,446.01 ",,"MOLINO, EL",TOLIMAN,22/04/2019,20/07/2019,08/06/2019,
550,2019-00065,P.M. TOLIMAN,OBRA,,"URBANIZACIÓN DE CALLE MIGUEL HIDALGO TRAMO DE LA ESC. PRIMARIA A LA DELEGACIÓN DE SAN MIGUEL, MUNICIPIO DE TOLIMÁN, QRO.",,,,F19,GEQ PA 2019," $2,000,000.00 ",,,,,,," $1,989,972.85 ",,SAN MIGUEL,TOLIMAN,22/04/2019,20/07/2019,08/06/2019,
551,2019-00063,P.M. TOLIMAN,OBRA,,"CONSTRUCCIÓN DE GUARNICIONES, BANQUETAS, ALUMBRADO PUBLICO Y BARANDAL EN PUENTE EN LA LOCALIDAD DE RANCHO NUEVO A TERRERO, TOLIMÁN QRO.",,,,F19,GEQ PA 2019," $1,700,000.00 ",,,,,,," $1,697,332.78 ",,RANCHO NUEVO,TOLIMAN,22/04/2019,20/07/2019,08/06/2019,
552,2019-00067,P.M. TOLIMAN,OBRA,,"REHABILITACIÓN DE LIBRAMIENTO TOLIMÁN, PRIMERA ETAPA EN EL MUNICIPIO DE TOLIMÁN QRO.",,,,F19,GEQ PA 2019," $2,800,000.00 ",,,,,,," $2,794,387.20 ",,TOLIMAN,TOLIMAN,22/04/2019,20/07/2019,08/06/2019,
553,2019-00273,P.M. COLON,OBRA,,"CONSTRUCCION DE EMPEDRADO DE PIEDRA BOLA AHOGADA EN MORTERO HACIA EL PREESCOLAR, EN LA LOCALIDAD DE LA CARBONERA,COLON,QRO",,,,21E,ISN EMPRESA," $1,400,000.00 ",,,,,,," $1,398,327.60 ",,"CARBONERA, LA",COLON,24/06/2019,06/10/2019,08/06/2019,
554,2019-00278,P.M. COLON,OBRA,,"CONSTRUCCION DE PLAZA COMUNITARIA EN LA COMUNIDAD DE SAN FRANCISCO,COLON,QRO",,,,92P,ISN 2018-2," $4,000,000.00 ",,,,,,," $3,964,803.72 ",,COLON,COLON,24/06/2019,15/10/2019,08/06/2019,
555,2019-00305,P.M. COLON,OBRA,,"CONSTRUCCION DE EMPEDRADO CON PIEDRA BOLA AHOGADA EN MORTERO EN CALLE COATZACOALCOS 2DA ETAPA, EN LA LOCALIDAD DE SAN ILDEFONSO,COLÓN,QRO.",,,,92P,ISN 2018-2," $1,500,000.00 ",,,,,,," $1,494,343.05 ",,SAN ILDEFONSO,COLON,24/06/2019,06/10/2019,08/06/2019,
556,2019-00308,P.M. COLON,OBRA,,"CONSTRUCCION DE EMPEDRADO AHOGADO EN MORTERO, EN LA CALLE SODOLITA, EN LA LOCALIDAD DE NOGALES,COLON,QRO.",,,,21E,ISN EMPRESA," $1,500,000.00 ",,,,,,," $1,494,843.48 ",,NOGALES,COLON,25/06/2019,07/09/2019,08/06/2019,
557,2019-00318,P.M. COLÓN,OBRA,,"CONSTRUCCION DE EMPEDRADO AHOGADO EN MORTERO EN CALLE SIN NOMBRE EN LA LOCALIDAD DE GUDINOS, MUNICIPIO DE TOLIMAN QUERETARO.",07Q,FAFEF 2019," $1,339,660.02 ",,,,,,,,,," $1,336,453.55 ",,NOGALES,COLÓN,25/06/2019,07/09/2019,08/06/2019,
558,2019-00307,P.M COLÓN,OBRA,,"CONSTRUCCIÓN DE EMPEDRADO  AHOGADO EN MORTERO, RUMBO A CAMINO REAL 1ERA ETAPA, LA PEÑUELA,COLON,QRO.",07Q,FAFEF 2020," $1,339,660.02 ",,,,,,,,,," $1,336,453.55 ",,LA PEÑUELA,COLÓN,25/06/2019,22/09/2019,08/06/2019,
559,2019-00356,P.M. CORREGIDORA,OBRA,,CONSTRUCCIÓN DRENAJE SANITARIO EN LA COLONIA AMPLIACIÓN LOS ÁNGELES CORREGIDORA QRO.-50474,05Q,FISE 2019," $1,250,256.24 ",,,,,,,,,,,,AMPLIACIÓN LOS ÁNGELES,CORREGIDORA,,,08/06/2019,
560,2019-00355,P.M. CORREGIDORA,OBRA,,"CONSTRUCCIÓN DE DRENAJE SANITARIO EN LA COLONIA JARDINES DE LA CORREGIDORA EL PUEBLITO CORREGIDORA, QRO. - 50440",05Q,FISE 2019," $9,749,743.76 ",,,,,,,,,,,,EL PUEBLITO,CORREGIDORA,,,08/06/2019,
561,2019-00193,P.M. CORREGIDORA,OBRA,,"SOLUCIÓN PLUVIAL PARA LA COLONIA TEJEDA (1A. ETAPA), COL. TEJEDA, CORREGIDORA.",,,,92P,ISN 2018-2," $14,419,999.99 ",,,,,,,,,TEJEDA,CORREGIDORA,,,08/06/2019,
562,2019-00181,P.M. CORREGIDORA,OBRA,,"REHABILITACIÓN DE VIALIDAD DE ACCESO A COLONIA VALLE DIAMANTE, CORREGIDORA",,,,92P,ISN 2018-2," $2,500,002.00 ",,,,,,,,,VALLE DIAMANTE,CORREGIDORA,,,08/06/2019,
563,2019-00284,P.M. CORREGIDORA,OBRA,,OBRAS COMPLEMENTARIAS DE FUNCIONAMIENTO OPERATIVO DE LA UNIDAD DEPORTIVA CANDILES.,,,,92P,ISN 2018-2," $3,049,999.99 ",,,,,,,,,VALLE DIAMANTE,CORREGIDORA,,,08/06/2019,
564,2019-00151,P.M. EL MARQUES,OBRA,,"MEJORAMIENTO DE VARIAS CALLES; CHICHIMEQUILLAS, EL MARQUÉS, QRO. ",,,,08Q,ISN2019,,,,,,,," $11,604,610.19 ",,CHICHIMEQUILLAS,EL MARQUES,10/06/2019,03/10/2019,08/06/2019,
565,2019-00132,P.M. EL MARQUES,OBRA,,"MEJORAMIENTO DE PAVIMENTO DE EMPEDRADO, CALLE SAN FRANCISCO; LA GRIEGA, EL MARQUÉS, QRO.",,,,92P,ISN 2018-2,,,,,,,," $4,910,223.90 ",,LA GRIEGA,EL MARQUES,10/06/2019,22/08/2019,08/06/2019,
566,2019-00134,P.M. EL MARQUES,OBRA,,"REENCARPETADO DE CALLE SAN FRANCISCO; LA GRIEGA, EL MARQUES,QRO. ",,,,92P,ISN 2018-2,,,,,,,," $3,415,447.32 ",,LA GRIEGA,EL MARQUES,10/06/2019,25/07/2019,08/06/2019,
567,2019-00077,P.M. HUIMILPAN,OBRA,,"URBANIZACION DE CAMINO LOMA LOS GARCIA, SAN PEDRO; HUIMILPAN, QRO.",,," $1,017,464.10 ",,,,,,,,,," $1,017,434.11 ",,SAN PEDRO,HUIMILPAN,17/05/2019,13/09/2019,08/06/2019,
568,2019-00380,P.M. HUIMILPAN,OBRA,,"URBANIZACIÓN DE CALLES EN LA LOCALIDAD DE SANTA TERESA, HUIMILPAN, QUERÉTARO",,FAFEF HUIMILPAN," $544,067.17 ",,,,,,,,,," $544,067.17 ",,SANTA TERESA,HUIMILPAN,21/06/2019,18/09/2019,08/06/2019,
569,2019-00383,P.M. HUIMILPAN,OBRA,,"URBANIZACION DE CALLES, SANTA TERESA, HUIMILPAN, QUERETARO",07Q,FAFEF 2019," $1,300,000.00 ",,,,,,,,,," $1,285,751.16 ",,SANTA TERESA,HUIMILPAN,28/06/2019,25/09/2019,08/06/2019,
570,2019-00314,P.M. TOLIMÁN,OBRA,,"CONSTRUCCION DE EMPEDRADO AHOGADO EN MORTERO EN AVENIDA REAL, DE LA LOCALIDAD DE CASAS VIEJAS, MUNICIPIO DE TOLIMAN, QRO.",,,,92P,ISN 2018-2," $1,897,546.51 ",,,,,,," $1,892,903.35 ",,CASAS VIEJAS,TOLIMAN,17/06/2019,14/10/2019,08/06/2019,
571,2019-00317,P.M. TOLIMÁN,OBRA,,"CONSTRUCCION DE EMPEDRADO AHOGADO EN MORTERO DE CALLE DE ACCESO AL COBAQ NO. 6, TOLIMAN QUERETARO.",07Q,FAFEF 2019," $690,000.03 ",,,,,,,,,,"$688,476.00",,HORNO DE CAL,TOLIMAN,17/06/2019,14/09/2019,08/06/2019,
572,2019-00316,P.M. TOLIMÁN,OBRA,,"CONSTRUCCION DE PAVIMENTO EMPACADO CON MORTERO EN CALLE LOS PINOS, EN SAN PEDRO DE LOS EUCALIPTOS, MUNICIPIO DE TOLIMAN, QRO.",,,,92P,ISN 2018-2," $1,631,469.00 ",,,,,,," $1,626,768.84 ",,SAN PEDRO DE LOS EUCALIPTOS,TOLIMAN,17/06/2019,14/09/2019,08/06/2019,
573,2019-00310,P.M. TOLIMÁN,OBRA,,"AMPLIACION DE RED DE ENERGIA ELECTRICA CALLE PRINCIPAL LOCALIDAD DE CERRITO PARADO TOLIMAN, QRO. -50291-",05Q,FISE 2019," $539,865.16 ",,,,,,,,,," $531,805.01 ",,CERRITO PARADO,TOLIMAN,18/06/2019,15/10/2019,08/06/2019,
574,2019-00321,P.M. TOLIMÁN,OBRA,,"CONSTRUCCION DE EMPEDRADO AHOGADO CON MORTERO EN CALLE SIN NOMBRE PARA BENEFICIAR A LA COMUNIDAD DEL TULE, MUNICIPIO DE TOLIMAN, QRO.",07Q,FAFEF 2019," $1,227,134.00 ",,,,,,,,,," $1,198,500.70 ",,EL TULE,TOLIMAN,17/06/2019,14/10/2019,08/06/2019,
575,2019-00315,P.M. TOLIMÁN,OBRA,,"CONSTRUCCION DE EMPEDRADO AHOGADO EN CALLE 12 DE DICIEMBRE DE LA COMUNIDAD DEL TEQUESQUITE, MUNICIPIO DE TOLIMAN QUERETARO.",07Q,FAFEF 2019," $1,000,000.00 ",,,,,,,,,," $998,862.00 ",,EL TEQUESQUITE,TOLIMAN,17/06/2019,14/09/2019,08/06/2019,
576,2019-00232,CEIQ 2019,OBRA,,"MEJORAMIENTO DE CALLE ROBLES, COLONIA JURICA CAMPESTRE, QUERÉTARO, QRO.",,,,08Q,ISN 2019," $24,998,356.32 ",,,,,,," $24,466,161.57 ",,JURICA,QUERETARO,29/05/2019,30/11/2019,08/06/2019,
577,2019-00295,CEIQ 2019,OBRA,,"MEJORAMIENTO DE CALLE NIÑOS HÉROES Y VENUSTIANO CARRANZA Y AMPLIACIÓN DE RED PLUVIAL EN AV. REVOLUCIÓN DE CALLE NIÑOS HÉROES A AV. DE LA POESÍA EN LA COLONIA FELIPE CARRILLO PUERTO, MUNICIPIO DE QUERÉTARO, QRO.",07Q,FAFEF 2019," $6,985,815.85 ",,,,,,,,,," $6,649,718.39 ",,CARRILLO PUERTO,QUEERÉTARO,10/06/2019,07/09/2019,08/06/2019,
578,2019-00280,CEIQ 2019,OBRA,,"MEJORAMIENTO DE CALLE BELISARIO DOMÍNGUEZ, DENTRO DE LAS COLONIAS CIMATARIO, CASA BLANCA Y LAS MISIONES, MUNICIPIO DE QUERÉTARO, QRO",07Q,FAFEF 2019," $6,397,918.29 ",,,,,,,,,," $6,200,540.16 ",,QUERÉTARO,QUEERÉTARO,10/06/2019,08/08/2019,08/06/2019,
579,2019-00281,CEIQ 2019,OBRA,,"MEJORAMIENTO DE CALLE FRAY JUAN DE SAN MIGUEL, DENTRO DE LAS COLONIAS CIMATARIO Y CASA BLANCA, MUNICIPIO DE QUERÉTARO, QRO",07Q,FAFEF 2019," $7,914,263.98 ",,,,,,,,,," $7,610,053.54 ",,QUERÉTARO,QUEERÉTARO,10/06/2019,08/08/2019,08/06/2019,
580,2019-00333,P.M. LANDA,OBRA,,REHABILITACIÓN Y AMPLIACIÓN DEL SISTEMA DE AGUA POTABLE EN LA LOCALIDAD DE LA AGUITA LANDA DE MATAMOROS QRO - 13953,05Q,FISE 2019,,,,,,,,,,," $3,997,337.25 ",,"AGÜITA, LA",LANDA DE MATAMOROS,17/06/2019,14/09/2019,08/06/2019,
581,2019-00334,P.M. LANDA,OBRA,,MEJORAMIENTO DE LINEA Y RED DE DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA DE LA LOCALIDAD DE ACATITLAN DE ZARAGOZA LANDA DE MATAMOROS QRO. - 17491,05Q,FISE 2019,,,,,,,,,,," $1,693,514.26 ",,ACATITLAN DE ZARAGOZA,LANDA DE MATAMOROS,17/06/2019,14/09/2019,08/06/2019,
582,2019-00335,P.M. LANDA,OBRA,,AMPLIACIÓN DE LINEA Y RED DE DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA EN LA LOCALIDAD DEL AGUACATE DE NEBLINAS LANDA DE MATAMOROS QRO -14126,05Q,FISE 2019,,,,,,,,,,," $1,297,447.24 ",,"AGUACATE, EL",LANDA DE MATAMOROS,17/06/2019,14/09/2019,08/06/2019,
583,2019-00336,P.M. PINAL,OBRA,,REHABILITACIÓN DE SISTEMA DE AGUA POTABLE LA LOCALIDAD DE  LA BARRANCA PINAL DE AMOLES QRO 12320,05Q,FISE 2019,,,,,,,,,,," $6,403,186.59 ",,CUATRO PALOS,PINAL DE AMOLES,14/06/2019,11/09/2019,08/06/2019,
584,2019-00423,P.M. PINAL,OBRA,,"AMPLIACION DE LINEA DE MEDIA TENSION EN LA LOCALIDAD DE ESCANELILLA, PINAL DE AMOLES, QRO",,,,08Q,ISN 2019,,,,,,,," $1,081,889.59 ",,ESCANELILLA,PINAL DE AMOLES,14/06/2019,12/08/2019,08/06/2019,
585,2019-00424,P.M. PINAL,OBRA,,"AMPLIACION DE L. D. Y R. D. DE ENERGIA ELECTRICA EN LA LOCALIDAD DE LA JOYA DE AHUACATLAN, PINAL DE AMOLES, QRO",,,,08Q,ISN 2019,,,,,,,," $438,447.98 ",,"JOYA DE AHUACATLAN, LA",PINAL DE AMOLES,13/06/2019,11/08/2019,08/06/2019,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
