id_obra,subobra_id,num_obra,nombre_obra,mmunicipio,localidad,tipo_proyecto,ejecutora,normativa,clasificador_plan_estatal,cantidad_metas,unidad_metas,contratista,inicio_obra,termino_obra,status_obra,avance,monto_aprobado,fondo,ff_federal,importe_federal,aportacion_federal,ff_estatal,importe_esatal,aportacion_estatal,ff_municipal,importe_municipal,aportacion_municipal,ff_otros,imprte_otros,aportacion_otros,ff_recursos_propios,importe_recursos_propios,aportacion_recursos_propios,monto_contratado,monto_ejercido,status,solicitud_baja,baja_justificacion,baja_respuesta
649,,2019-00625,"CONSTRUCCIÓN DE EMPEDRADO AHOGADO EN LA CALLE IGNACIO ALLENDE, LOCALIDAD DE LA LIRA, PEDRO ESCOBEDO, QRO.",PEDRO ESCOBEDO,"LIRA, LA",,P.M. P. ESCOBEDO,SEDESOQ,INFRAESTRUCTURA,1950,METROS CUADRADOS,HERNANDEZ GUERRERO JUAN MANUEL,29/07/2019,26/10/2019,APROBADO,10,1646645.99,ISN EMPRESA,,0,0,21E,1646645.99,100,,0,0,,0,0,,,,1646645.99,493993.79,,,,
650,,2019-00626,"PRIMERA ETAPA EMPEDRADO DE CAMINO A COLONIA GUADALUPE - EL TERRERO, AMEALCO DE BONFIL, QRO.",AMEALCO,GUADALUPE EL TERRERO,,SDUOP,SEDESOQ,INFRAESTRUCTURA,384,ML(GUARNICIONES DE CONCRETO),HERNANDEZ ARREDONDO HUGO,02/08/2019,30/09/2019,APROBADO,1,967024.91,ISN EMPRESA,,0,0,21E,967024.91,100,,0,0,,0,0,,,,967024.91,290107.47,,,,
651,,2019-00627,"REHABILITACIÓN DE EMPEDRADO EN COLONIA LA MANZANA, AMEALCO DE BONFIL, QRO.",AMEALCO,"MANZANA, LA",,SDUOP,SEDESOQ,INFRAESTRUCTURA,1465,M2 (EMPEDRADO),HERNANDEZ ARREDONDO HUGO,05/08/2019,03/10/2019,APROBADO,,894064.89,ISN EMPRESA,,0,0,21E,894064.89,100,,0,0,,0,0,,,,894064.89,268219.46,,,,
652,,2019-00628,"EMPEDRADO DE CAMINO EN ACCESO SAN JUAN DEHEDO, AMEALCO DE BONFIL, QRO.",AMEALCO,SAN JUAN DEHEDO,,SDUOP,SEDESOQ,INFRAESTRUCTURA,616,M2 (EMPEDRADO),HERNANDEZ ARREDONDO HUGO,05/08/2019,03/10/2019,APROBADO,,449700.43,ISN EMPRESA,,0,0,21E,449700.43,100,,0,0,,0,0,,,,449700.43,134910.12,,,,
653,,2019-00629,"PRIMERA ETAPA EMPEDRADO DE CAMINO LA PRESA - LA TORRE, BARRIO PRESA DEL TECOLOTE, AMEALCO DE BONFIL, QRO.",AMEALCO,BARRIO PRESA DEL TECOLOTE (EL LINDERO),,SDUOP,SEDESOQ,INFRAESTRUCTURA,1333.5,M2 (EMPEDRADO),HERNANDEZ ARREDONDO HUGO,02/08/2019,30/09/2019,APROBADO,,903909.88,ISN EMPRESA,,0,0,21E,903909.88,100,,0,0,,0,0,,,,903909.88,271172.96,,,,
654,,2019-00630,"PRIMERA ETAPA EMPEDRADO DE CAMINO ATARJEA - COLONIA SAN BARTOLOMÉ DEL PINO, AMEALCO DE BONFIL, QRO.",AMEALCO,SAN BARTOLOME DEL PINO (SAN BARTOLO),,SDUOP,SEDESOQ,INFRAESTRUCTURA,1155,M2 (EMPEDRADO),HERNANDEZ ARREDONDO HUGO,05/08/2019,03/10/2019,APROBADO,,674075.62,ISN EMPRESA,,0,0,21E,674075.62,100,,0,0,,0,0,,,,674075.62,202222.68,,,,
655,,2019-00632,"PRIMERA ETAPA EMPEDRADO DE CAMINO EL VARAL- LAS SALVAS, AMEALCO DE BONFIL, QRO.",AMEALCO,"VARAL, EL",,SDUOP,SEDESOQ,INFRAESTRUCTURA,1295,M2 (EMPEDRADO),HERNANDEZ ARREDONDO HUGO,02/08/2019,30/09/2019,APROBADO,,859856.72,ISN EMPRESA,,0,0,21E,859856.72,100,,0,0,,0,0,,,,859856.72,257957.01,,,,
656,,2019-00633,"PRIMERA ETAPA EMPEDRADO EN COLONIA NUEVO AMANECER, AMEALCO DE BONFIL, QRO.",AMEALCO,COLONIA NUEVO AMANECER,,SDUOP,SEDESOQ,INFRAESTRUCTURA,1480,M2 (EMPEDRADO),HERNANDEZ ARREDONDO HUGO,05/08/2019,03/10/2019,APROBADO,,906425.99,ISN EMPRESA,,0,0,21E,906425.99,100,,0,0,,0,0,,,,906425.99,271927.79,,,,
657,,2019-00634,"URBANIZACION DE CALLES CENIZAS Y CIRCUITO QUERÉTARO, EN LA COLONIA GRANJAS BANTH�?, SAN JUAN DEL R�?O, QRO.",SAN JUAN DEL RIO,GRANJAS BANTHI,,SDUOP,SEDESOQ,INFRAESTRUCTURA,3796,ML(GUARNICIONES DE CONCRETO),GRUPO PG S.A. DE C.V.,02/08/2019,29/11/2019,APROBADO,,10587178.07,ISN EMPRESA,,0,0,21E,10587178.07,100,,0,0,,0,0,,,,10587178.07,3176153.42,,,,
658,,2019-00636,"REHABILITACIÓN DE CARPETA ASF�?LTICA DEL LIBRAMIENTO SUR, PRIMERA ETAPA, DE CARRETERA PANAMERICANA A CAMINO A LA LIRA, PEDRO ESCOBEDO, QRO.",PEDRO ESCOBEDO,"LIRA, LA",,SDUOP,SEDESOQ,INFRAESTRUCTURA,28093.86,M2(PAVIMENTO ASFALTICO),DAM CARE S. DE R.L. DE C.V.,05/08/2019,02/12/2019,APROBADO,,9810512.21,ISN EMPRESA,,0,0,21E,9810512.21,100,,0,0,,0,0,,,,9810512.21,2943153.66,,,,
659,,2019-00637,"CONSTRUCCION DE PAVIMENTO A BASE DE EMPEDRADO AHOGADO EN MORTERO EN LA CALLE DE ACCESO A LA SECUNDARIA, EL GALLO, 1ER ETAPA, COLÓN,QRO.",COLON,"GALLO, EL",,P.M. COLON,SEDESOQ,INFRAESTRUCTURA,3379.77,M2 (EMPEDRADO),GUDIÑO RODRIGUEZ HUGO,19/08/2019,16/10/2019,APROBADO,15,2995571.59,ISN EMPRESA,,0,0,21E,2995571.59,100,,0,0,,0,0,,,,2995571.59,898671.47,,,,
660,,2019-00638,"PRIMERA ETAPA EMPEDRADO DE CAMINO A LOS REYES - HACIENDA BLANCA, AMEALCO DE BONFIL, QRO.",AMEALCO,HACIENDA BLANCA,,SDUOP,SEDESOQ,INFRAESTRUCTURA,2210,M2 (EMPEDRADO),HERNANDEZ ARREDONDO HUGO,05/08/2019,03/10/2019,APROBADO,,1140014.42,ISN EMPRESA,,0,0,21E,1140014.42,100,,0,0,,0,0,,,,1140014.42,342004.32,,,,
661,,2019-00639,SERVICIO INTEGRAL DE ADMINISTRACIÓN PARA LA OPERACIÓN DEL PROGRAMA PASE ,ALCANCE ESTATAL,ALCANCE ESTATAL,,SEDESU,SEDESU,DESARROLLO ECONOMICO,1,SERVICIOS,,,,APROBADO,6,620000,ISN 2019,,0,0,08Q,620000,100,,0,0,,0,0,,,,0,0,,,,
662,,2019-00640,"CONSTRUCCIÓN DE EMPEDRADO AHOGADO EN MORTERO, EN CALLE RUMBO AL POZO Y EXPLANADA RUMBO A KINDER, EN LA LOCALIDAD DE AJUCHITLAN, COLON, QRO.",COLON,AJUCHITLAN,,P.M. COLON,SEDESOQ,INFRAESTRUCTURA,3234.21,M2 (EMPEDRADO),ORDAZ MORALES JORGE LUIS,19/08/2019,16/10/2019,APROBADO,10,3298819.13,ISN EMPRESA,,0,0,21E,3298819.13,100,,0,0,,0,0,,,,3298819.13,0,,,,
663,,2019-00641,"RESTAURACIÓN DEL PUENTE DE LA HISTORIA, SAN JUAN DEL R�?O, QRO.",SAN JUAN DEL RIO,SAN JUAN DEL RIO,,SDUOP,SDUOP,INFRAESTRUCTURA,359.8,METROS CUADRADOS,OLVERA HERN�?NDEZ LETICIA,05/08/2019,01/01/2020,APROBADO,,9413366.95,ISN EMPRESA,,0,0,21E,9413366.95,100,,0,0,,0,0,,,,9413366.95,2824010.08,,,,
664,,2019-00642,ACCIONES ESTRATÉGICAS PARA LA CONSERVACIÓN DEL MEDIO AMBIENTE EN QUERÉTARO 2019 (PARTE 2),ALCANCE ESTATAL,ALCANCE ESTATAL,,SEDESU,SEDESU,DESARROLLO ECONOMICO,2,TRANSFERENCIA,,,,APROBADO,15,11949176,MEDIO AMBIENTE 2019,,0,0,62Q,11949176,100,,0,0,,0,0,,,,0,1800000,,,,
665,,2019-00643,"CONSTRUCCION DEL SISTEMA DE ALCANTARILLADO SANITARIO Y DE SANEAMIENTO PRIMER ETAPA, LOCALIDAD DE CUESTA COLORADA, PEÑAMILLER, QUERETARO 51153",PEÑAMILLER,CUESTA COLORADA,,P.M. PEÑAMILLER,SEDESOQ,INFRAESTRUCTURA,1,SISTEMAS,TORANG CONSTRUCCIONES S.A. DE C.V.,31/07/2019,28/10/2019,APROBADO,8,1450030.15,FISE 2019,05Q,1450030.15,100,,0,0,,0,0,,0,0,,,,1450030.15,435009.04,,,,
666,,2019-00644,"ESPECTACULARES DE LA RUTA ARTE, QUESO Y VINO",ALCANCE REGIONAL,ALCANCE REGIONAL,,CEIQ,TURISMO,TURISMO,4,PIEZAS,A+A INGENIERIA Y ARQUITECTURA S.A. DE C.V.,09/09/2019,07/12/2019,APROBADO,,2815575.71,ISN EMPRESA,,0,0,21E,2815575.71,100,,0,0,,0,0,,,,2815575.71,0,,,,
667,,2019-00645,"CONSTRUCCIÓN DE MÓDULO DE SERVICIOS SANITARIOS, EN EL PREESCOLAR BERTHA VON GLÜMER, EN EL ROSARIO, SAN JUAN DEL R�?O, QRO. (PEO: 19-064)",SAN JUAN DEL RIO,"ROSARIO, EL",,IIFEQ,IIFEQ,EDUCACION,43.73,M2 (SANITARIOS),BURCIAGA ORNELAS HÉCTOR HUGO,21/08/2019,29/10/2019,APROBADO,,1073793.31,ISN EMPRESA,,0,0,21E,1073793.31,100,,0,0,,0,0,,,,1073793.31,322137.99,,,,
668,,2019-00646,FORTALECIMIENTO DE LA PARTICIPACIÓN SOCIAL ORGANIZADA,ALCANCE ESTATAL,ALCANCE ESTATAL,,SEDESOQ,SEDESOQ,GRUPOS VULNERABLES,18,APOYOS,,,,APROBADO,,3000000,ISN EMPRESA,,0,0,21E,3000000,100,,0,0,,0,0,,,,0,0,,,,
669,,2019-00647,"CONSTRUCCIÓN DE UN AULA DID�?CTICA EN LA PRIMARIA FRANCISCO VILLA, EN VAQUERIAS, SAN JUAN DEL R�?O, QRO. (PEO: 19-119)",SAN JUAN DEL RIO,VAQUERIAS,,IIFEQ,IIFEQ,EDUCACION,83.2,M2 (AULA),RODRIGUEZ AGUILERA ERWIN,26/08/2019,03/11/2019,APROBADO,,868584.47,ISN EMPRESA,,0,0,21E,868584.47,100,,0,0,,0,0,,,,868584.47,260575.34,,,,
670,,2019-00648,"OBRAS DE PROTECCIÓN Y MODERNIZACIÓN DE CARRETERA FEDERAL 120, DE LA CABECERA MUNICIPAL AL KM 59+480, CADEREYTA , QRO.",CADEREYTA,CADEREYTA,,SDUOP,SDUOP,INFRAESTRUCTURA,10000,M2(PAVIMENTO ASFALTICO),CONSTRUCTORA ZYANIA S.A. DE C.V.,07/08/2019,04/12/2019,APROBADO,,47802416.51,ISN EMPRESA,,0,0,21E,47802416.51,100,,0,0,,0,0,,,,47802416.51,14340724.95,,,,
671,,2019-00649,"CONSERVACIÓN DEL CAMINO EL LOBO-NARANJITOS, MUNICIPIO DE LANDA DE MATAMOROS, QUERÉTARO",LANDA DE MATAMOROS,RIO VERDITO,,CEIQ,CEIQ,INFRAESTRUCTURA,6,KILOMETROS,PALACIOS TREJO JOSE ORLANDO,21/08/2019,20/11/2019,APROBADO,0,44723385.11,CONV SCT-CAM RURALES 2019,88Q,44723385.11,100,,0,0,,0,0,,0,0,,,,44723385.11,13417015.53,,,,
672,,2019-00650,"CONSERVACIÓN DEL CAMINO NARANJITOS-R�?O VERDITO, MUNICIPIO DE LANDA DE MATAMOROS, QUERÉTARO",LANDA DE MATAMOROS,RIO VERDITO,,CEIQ,CEIQ,INFRAESTRUCTURA,5.2,KILOMETROS,SAICER CONSTRUCTORA INMOBILIARIA S.A. DE C.V.,12/08/2019,09/12/2019,APROBADO,7,23743803.3,CONV SCT-CAM RURALES 2019,88Q,23743803.3,100,,0,0,,0,0,,0,0,,,,23743803.3,7123140.99,,,,
673,,2019-00651,"CONSERVACIÓN DEL CAMINO EL SABINITO-PUERTO DE AGUA ZARCA, MUNICIPIO DE LANDA DE MATAMOROS, QUERÉTARO",LANDA DE MATAMOROS,"SABINITO, EL",,CEIQ,CEIQ,INFRAESTRUCTURA,3.8,KILOMETROS,PALACIOS TREJO JOSE ORLANDO,12/08/2019,09/12/2019,APROBADO,2,27985176.43,CONV SCT-CAM RURALES 2019,88Q,27985176.43,100,,0,0,,0,0,,0,0,,,,27985176.43,8395552.92,,,,
674,,2019-00652,"CONSTRUCCIÓN DE PUENTE VEHICULAR SOBRE R�?O SAN JUAN, SAN JUAN DEL R�?O , QRO. (ALUMBRADO PÚBLICO)",SAN JUAN DEL RIO,SAN JUAN DEL RIO,,SDUOP,SDUOP,INFRAESTRUCTURA,21,POSTES,ALVAREZ ARIAS VICTOR,22/08/2019,20/10/2019,APROBADO,,7327997.9,ISN EMPRESA,,0,0,21E,7327997.9,100,,0,0,,0,0,,,,7327997.9,2198399.37,,,,
675,,2019-00653,"CONSTRUCCIÓN DE PARADEROS DE TRANSPORTE PÚBLICO EN LA LOCALIDAD DE LA PIEDAD, EL MARQUÉS, QRO.",EL MARQUES,LA PIEDAD,,SDUOP,SDUOP,TRANSPORTE PUBLICO,9,ESTACIONES,UGALDE CHAPARRRO JOSE ALVARO,22/08/2019,19/11/2019,APROBADO,,1986993.27,ISN EMPRESA,,0,0,21E,1986993.27,100,,0,0,,0,0,,,,1986993.27,596097.98,,,,
676,,2019-00654,"CARRIL DE SALIDA PARA PLATAFORMA DE DIAGNÓSTICO DEL CDM DEL INSTITUTO QUERETANO DEL TRANSPORTE CORREGIDORA, QRO.",CORREGIDORA,SIN NOMBRE,,CEIQ,IQ TRANSPORTE,TRANSPORTE PUBLICO,1180,M2 (PAVIMENTO CONCRETO),CONSTRUCCIONES ACERO S.A. DE C.V.,12/08/2019,10/09/2019,APROBADO,100,491370.63,ISN EMPRESA,,0,0,21E,491370.63,100,,0,0,,0,0,,,,491370.63,0,,,,
677,,2019-00655,"PROGRAMA DE FOMENTO AL DESARROLLO AGROPECUARIO, FORESTAL Y PESCA CUARTA ETAPA.",ALCANCE REGIONAL,ALCANCE REGIONAL,,SEDEA,SEDEA,DESARROLLO AGROPECUARIO,118.5,HECTAREAS,,,,APROBADO,5,8999956.5,ISN EMPRESA,,0,0,21E,8999956.5,100,,0,0,,0,0,,,,0,0,,,,
678,,2019-00656,"CONSTRUCCIÓN DE TECHUMBRE EN TELESECUNDARIA TEATRO DE LA REPÚBLICA, LOCALIDAD PALMA DE ROMERO",SAN JUAN DEL RIO,PALMA DE ROMERO,,P.M. S.J.R.,P.M. S.J.R.,EDUCACION,595.2,M2 (TECHUMBRE),UGALDE RIOS LUIS,27/08/2019,31/08/2019,APROBADO,,1465791.51,ISN EMPRESA,,0,0,21E,1465791.51,100,,0,0,,0,0,,,,1465791.51,0,,,,
679,,2019-00657,CONSTRUCCIÓN DE TECHUMBRE EN ESCUELA PREESCOLAR ERIK ERIKSON COMUNIDAD ESTANCIA DE SANTA LUC�?A,SAN JUAN DEL RIO,ESTANCIA DE SANTA LUCIA,,P.M. S.J.R.,P.M. S.J.R.,EDUCACION,136.8,M2 (TECHUMBRE),UGALDE RIOS LUIS,06/08/2019,04/10/2019,APROBADO,5,495058.69,ISN EMPRESA,,0,0,21E,495058.69,100,,0,0,,0,0,,,,495058.69,148517.6,,,,
680,,2019-00658,"CONSTRUCCIÓN DE TECHUMBRE EN PRIMARIA LUIS DONALDO COLOSIO, LOCALIDAD SOLARES BANTH�?",SAN JUAN DEL RIO,COL. SOLARES BANTHI,,P.M. S.J.R.,P.M. S.J.R.,EDUCACION,252,M2 (TECHUMBRE),GARCIA ARZATE SERGIO,06/08/2019,04/10/2019,APROBADO,5,745820.28,ISN EMPRESA,,0,0,21E,745820.28,100,,0,0,,0,0,,,,745820.28,223746.08,,,,
681,,2019-00659,"CONSTRUCCIÓN DE TECHUMBRE EN JARD�?N DE NIÑOS SARA PÉREZ ROMERO DE MADERO, LOCALIDAD FUNDADORES.",SAN JUAN DEL RIO,SAN JUAN DEL RIO,,P.M. S.J.R.,P.M. S.J.R.,EDUCACION,150,M2 (TECHUMBRE),GARCIA ARZATE SERGIO,06/08/2019,04/10/2019,APROBADO,5,746188.06,ISN EMPRESA,,0,0,21E,746188.06,100,,0,0,,0,0,,,,746188.06,223856.41,,,,
682,,2019-00660,SERVICIO INTEGRAL PARA MANTENIMIENTO AL EQUIPO DE PERFORACIÓN Y EQUIPOS AUXILIARES.    ,ALCANCE ESTATAL,ALCANCE ESTATAL,,SEDEA,SEDEA,DESARROLLO AGROPECUARIO,2,MAQUINARIA Y EQUIPO,,,,APROBADO,1,1599901,ISN 2019,,0,0,08Q,1599901,100,,0,0,,0,0,,,,0,0,,,,
683,,2019-00661,"PROYECTO DE MATERIAL Y EQUIPO PARA RED VOZ-DATOS-VIDEO FACULTAD DE BELLAS ARTES, CENTRO UNIVERSITARIO DE LA UNIVERSIDAD AUTÓNOMA DE QUERÉTARO",QUERETARO,COL. LA CAMPANA,,UAQ,UAQ,EDUCACION,800,METROS LINEALES,,,,APROBADO,,510267,ISN EMPRESA,,0,0,21E,510267,100,,0,0,,0,0,,,,0,0,,,,
684,,2019-00662,"CONSTRUCCIÓN DE BOULEVARD URBANO LA PIEDAD, EL MARQUÉS,",EL MARQUES,LA PIEDAD,,SDUOP,SDUOP,INFRAESTRUCTURA,28,PZA(SEÑALAMIENTO VERTICAL),CONSTRUCCIONES URBANIZACIONES Y TERRACERIAS ALF S.A. DE C.V.,21/08/2019,18/12/2019,APROBADO,,31998744.71,ISN EMPRESA,,0,0,21E,31998744.71,100,,0,0,,0,0,,,,31998744.71,9599623.41,,,,
685,,2019-00663,"SEMAFORIZACIÓN EN LA LOCALIDAD DE LA PIEDAD, EL MARQUÉS, QRO.",EL MARQUES,LA PIEDAD,,SDUOP,SDUOP,INFRAESTRUCTURA,3,PIEZAS,TZINTZUN FLORES ROMAN,23/08/2019,20/11/2019,APROBADO,,5894334.66,ISN EMPRESA,,0,0,21E,5894334.66,100,,0,0,,0,0,,,,5894334.66,0,,,,
686,,2019-00664,"REHABILITACIÓN GENERAL EN LA PRIMARIA MARGARITA MAZA, EN PIE DE GALLO, QUERÉTARO, QRO. (PEO: 19-051)",QUERETARO,PIE DE GALLO,,IIFEQ,IIFEQ,EDUCACION,321.6,METROS CUADRADOS,ELECTRICA CONSTRUCTORA Y URBANIZADORA CRAVEL S.A. DE C.V.,21/08/2019,29/10/2019,APROBADO,,2490766.02,ISN EMPRESA,,0,0,21E,2490766.02,100,,0,0,,0,0,,,,2490766.02,747229.8,,,,
687,,2019-00665,HOMBRO CON HOMBRO POR TU ECONOM�?A FAMILIAR EN SU VERTIENTE TRANSPORTE PÚBLICO (APOYOS SOCIALES),ALCANCE REGIONAL,ALCANCE REGIONAL,,SEDESOQ,SEDESOQ,GRUPOS VULNERABLES,60000,PERSONA,,,,APROBADO,88,110000000,ISN EMPRESA,,0,0,21E,110000000,100,,0,0,,0,0,,,,0,96140400,,,,
688,,2019-00666,"TRANSFERENCIA DE ESCUELAS AL CIEN, REMANENTES 25% FAM POTENCIADO EDUCACIÓN B�?SICA (TERCERA PARTE)",ALCANCE ESTATAL,ALCANCE ESTATAL,,IIFEQ,IIFEQ,EDUCACION,1,TRANSFERENCIA,,,,APROBADO,,6024463.76,FAM BASICA 2019,99P,6024463.76,100,,0,0,,0,0,,0,0,,,,0,6024463.76,,,,
689,,2019-00667,"TRANSFERENCIA DE ESCUELAS AL CIEN, REMANENTES 25% FAM POTENCIADO EDUCACIÓN SUPERIOR (TERCERA PARTE)",ALCANCE ESTATAL,ALCANCE ESTATAL,,IIFEQ,IIFEQ,EDUCACION,1,TRANSFERENCIA,,,,APROBADO,,1901274.49,FAM SUP 2019,02Q,1901274.49,100,,0,0,,0,0,,0,0,,,,0,1901274.49,,,,
690,,2019-00668,"TRANSFERENCIA DE ESCUELAS AL CIEN, REMANENTES 25% FAM POTENCIADO EDUCACIÓN MEDIA SUPERIOR (TERCERA PARTE)",ALCANCE ESTATAL,ALCANCE ESTATAL,,IIFEQ,IIFEQ,EDUCACION,1,TRANSFERENCIA,,,,APROBADO,,406910.88,FAM MEDIA SUP 2019,01Q,406910.88,100,,0,0,,0,0,,0,0,,,,0,406910.88,,,,
691,,2019-00669,"CONSTRUCCIÓN DE EMPEDRADO EMPACADO EN TEPETATE Y BANQUETAS EN VARIAS CALLES DE LA COMUNIDAD, LA LAJA, TEQUISQUIAPAN",TEQUISQUIAPAN,"LAJA, LA",,P.M. TEQUIS.,P.M. TEQUIS.,INFRAESTRUCTURA,2609.54,M2 (EMPEDRADO),,,,APROBADO,,2000000,ISN EMPRESA,,0,0,21E,2000000,100,,0,0,,0,0,,,,0,0,,,,
692,,2019-00670,COBIJANDO QUERÉTARO,ALCANCE ESTATAL,ALCANCE ESTATAL,,SEDESOQ,SEDESOQ,GRUPOS VULNERABLES,47021,PERSONA,,,,APROBADO,10,2999939.8,ISN EMPRESA,,0,0,21E,2999939.8,100,,0,0,,0,0,,,,0,0,,,,
693,,2019-00671,"EMISIÓN 2018 - 2019 DEL PROGRAMA DE EST�?MULO A LA CREACIÓN Y DESARROLLO ART�?STICO, 5A MINISTRACIÓN",ALCANCE ESTATAL,ALCANCE ESTATAL,,CULTURA,CULTURA,CULTURA,27,APOYOS,,,,APROBADO,,159300,RAMO 48 PECDA 2019,60Q,159300,100,,0,0,,0,0,,0,0,,,,0,159300,,,,
694,,2019-00672,VIVIENDA SUSTENTABLE (FOCOS AHORRADORES TECNOLOG�?A LED),ALCANCE ESTATAL,ALCANCE ESTATAL,,SEDESOQ,SEDESOQ,GRUPOS VULNERABLES,11981,APOYOS,,,,APROBADO,10,2999986.2,ISN 2019,,0,0,08Q,2999986.2,100,,0,0,,0,0,,,,0,0,,,,
695,,2019-00673,"ACCIONES PARA DAR CUMPLIMIENTO A LAS CONDICIONANTES  EN MATERIA AMBIENTAL  DE LA OBRA CONSTRUCCIÓN DEL PUENTE VEHICULAR SOBRE EL R�?O SAN JUAN, SAN JUAN DEL R�?O, QRO.",SAN JUAN DEL RIO,SAN JUAN DEL RIO,,SDUOP,SDUOP,INFRAESTRUCTURA,1,HECTAREAS,FREYSSINET DE MÉXICO S.A. DE C.V.,09/08/2019,04/04/2020,APROBADO,1,8045349.91,ISN EMPRESA,,0,0,21E,8045349.91,100,,0,0,,0,0,,,,8045349.91,2413604.97,,,,
696,,2019-00674,FORTALECIMIENTO DEL SISTEMA ESTATAL DE PROTECCIÓN CIVIL APOYO A GRUPOS DE ATENCIÓN MÉDICA PREHOSPITALAR�?A 2019,ALCANCE ESTATAL,ALCANCE ESTATAL,,SEC. GOB.,SEC. GOB.,GRUPOS VULNERABLES,1,APOYOS,,,,APROBADO,,3000000,ISN EMPRESA,,0,0,21E,3000000,100,,0,0,,0,0,,,,0,2988000,,,,
697,,2019-00675,SSC-VICTIMAS-4-5-511-MUEBLES DE OFICINA Y ESTANTER�?A (REPROGRAMACIÓN)�?,ALCANCE ESTATAL,ALCANCE ESTATAL,,SEGURIDAD,SEGURIDAD,SEGURIDAD,4,PIEZAS,,,,APROBADO,,45000,FASP ESTATAL 2019,,0,0,47Q,45000,100,,0,0,,0,0,,,,0,0,,,,
698,,2019-00676,"EMPEDRADO CAMINO DE ACCESO A LA CAÑADA DEL VARAL, AMEALCO DE BONFIL, QRO.",AMEALCO,"CAÑADA DEL VARAL, LA",,SDUOP,SEDESOQ,INFRAESTRUCTURA,1642.67,M2 (EMPEDRADO),ROKAR CONSTRUCCIONES S.A. DE C.V.,22/08/2019,20/10/2019,APROBADO,,1075424.43,ISN EMPRESA,,0,0,21E,1075424.43,100,,0,0,,0,0,,,,1075424.43,322627.32,,,,
699,,2019-00677,"PRIMERA ETAPA CAMINO DE LA SOLEDAD, AMEALCO DE BONFIL, QRO.",AMEALCO,"SOLEDAD, LA",,SDUOP,SEDESOQ,INFRAESTRUCTURA,960,M2 (EMPEDRADO),ROKAR CONSTRUCCIONES S.A. DE C.V.,22/08/2019,20/10/2019,APROBADO,,664970.22,ISN EMPRESA,,0,0,21E,664970.22,100,,0,0,,0,0,,,,664970.22,199491.06,,,,
700,,2019-00678,"PRIMERA ETAPA EMPEDRADO CAMINO A LA LOMA DE LOS JULIANES - XAJAY, AMEALCO DE BONFIL, QRO.",AMEALCO,XAJAY,,SDUOP,SEDESOQ,INFRAESTRUCTURA,741.6,M2 (EMPEDRADO),HERNANDEZ DORANTES FRANCISCO,23/08/2019,21/10/2019,APROBADO,,619925.81,ISN EMPRESA,,0,0,21E,619925.81,100,,0,0,,0,0,,,,619925.81,185977.74,,,,
701,,2019-00679,"PRIMERA ETAPA CAMINO DE MINA ROSA A BANTH�?, SAN ILDEFONSO TULTEPEC, AMEALCO DE BONFIL, QRO.",AMEALCO,SAN ILDEFONSO TULTEPEC (CENTRO),,SDUOP,SEDESOQ,INFRAESTRUCTURA,1140,M2 (EMPEDRADO),HERNANDEZ DORANTES FRANCISCO,23/08/2019,21/10/2019,APROBADO,,799363.46,ISN EMPRESA,,0,0,21E,799363.46,100,,0,0,,0,0,,,,799363.46,239809.03,,,,
702,,2019-00680,"PRIMERA ETAPA EMPEDRADO DE CALLES EN SAN JOSÉ DE ITHÓ, AMEALCO DE BONFIL, QRO.",AMEALCO,SAN JOSE ITHO,,SDUOP,SEDESOQ,INFRAESTRUCTURA,864,M2 (EMPEDRADO),ROKAR CONSTRUCCIONES S.A. DE C.V.,22/08/2019,20/10/2019,APROBADO,,962982.44,ISN EMPRESA,,0,0,21E,962982.44,100,,0,0,,0,0,,,,962982.44,288894.73,,,,
703,,2019-00681,POR TU VIVIENDA EN SU VERTIENTE APOYO PARA EL ACCESO A LA VIVIENDA Y MEJORAMIENTO DE LAS CONDICIONES HABITACIONALES DE LA VIVIENDA PARA PERSONAL FACULTADO PARA EL USO LEGAL DE LA FUERZA,ALCANCE ESTATAL,ALCANCE ESTATAL,,SEDESOQ,SEDESOQ,VIVIENDA,500,PERSONA,,,,APROBADO,5,50000000,ISN EMPRESA,,0,0,21E,50000000,100,,0,0,,0,0,,,,0,19600000,,,,
704,,2019-00682,18 ENCUENTRO NACIONAL DE LAS CULTURAS POPULARES Y LOS PUEBLOS IND�?GENAS EN QUERÉTARO,AMEALCO,AMEALCO,,CULTURA,CULTURA,CULTURA,40,ACTIVIDAD(ES),,,,APROBADO,12,2179999.99,ISN 2019,,0,0,08Q,2179999.99,100,,0,0,,0,0,,,,0,178384.8,,,,
705,,2019-00683,"MODERNIZACIÓN DE LA CARRETERA ESTATAL 413 DE LA CUEVA A PRESA DE BRAVO (OBRAS COMPLEMENTARIAS DEL KM 7+500 AL 14+300), CORREGIDORA, QRO. ",CORREGIDORA,BRAVO,,SDUOP,SDUOP,INFRAESTRUCTURA,3800,M2(PAVIMENTO ASFALTICO),CONSTRUCCIONES ACERO S.A. DE C.V.,27/08/2019,24/12/2019,APROBADO,,19983823.84,ISN 2019,,0,0,08Q,19983823.84,100,,0,0,,0,0,,,,19983823.84,5995147.15,,,,
